87 12300 5545.6512957215 -3.21558 0 0 0 0 -0.00754703 -0.00585689 -0.578 -0.75 -6229.5 -0.551768 -0.393284	(  99.900000000000005684    43.799999999999997158    71.200000000000002842    12.799999999999998934     4.8000000000000007105   38.799999999999997158    34.899999999999998579    42.100000000000008527   )
88 12741 5731.2478223816 -3.2174 0 0 0 0 -0.00670071 -0.00567463 -0.579 -0.75 -6252 -0.553287 -0.393766	(  99.900000000000005684    33.799999999999997158    91.200000000000002842     2.7999999999999989342    4.8000000000000007105   38.799999999999997158    54.900000000000005684    42.100000000000008527   )
89 12829 5773.0136662200 -3.21747 0 0 0 0 -0.00670071 -0.00567463 -0.579 -0.75 -6252.5 -0.553332 -0.393774	(  99.900000000000005684    33.799999999999997158    91.200000000000002842     2.7999999999999989342    4.8000000000000007105   38.799999999999997158    44.900000000000005684    42.100000000000008527   )
90 12927 5827.4066919759 -3.21968 0 0 0 0 -0.00712575 -0.00567463 -0.579667 -0.75 -6249.5 -0.552789 -0.393659	(  99.900000000000005684    33.799999999999997158    81.200000000000002842     2.7999999999999989342    4.8000000000000007105   38.799999999999997158    64.900000000000005684    42.100000000000008527   )
91 13012 5869.3979288377 -3.21987 0 0 0 0 -0.00712575 -0.00567463 -0.579667 -0.75 -6251.5 -0.552916 -0.393682	(  99.900000000000005684    33.799999999999997158    81.200000000000002842     2.7999999999999989342    4.8000000000000007105   38.799999999999997158    34.900000000000005684    42.100000000000008527   )
93 13675 6199.8427007273 -3.2213 0 0 0 0 -0.00734117 -0.00459637 -0.581667 -0.75 -6256.5 -0.553134 -0.39522	( 100                       33.799999999999997158    81.200000000000002842     2.7999999999999989342    3.7000000000000006217   38.799999999999997158    34.900000000000005684    42.100000000000008527   )
94 13719 6220.3157339096 -3.23006 0 0 0 0 -0.00733827 -0.0065661 -0.58 -0.75 -6257 -0.551941 -0.394876	( 100                       43.799999999999997158    71.200000000000002842     2.7999999999999989342    3.7000000000000006217   38.799999999999997158    54.900000000000005684    42.100000000000008527   )
95 13833 6277.0901211426 -3.23019 0 0 0 0 -0.00733827 -0.0065661 -0.58 -0.75 -6258.5 -0.552029 -0.394892	( 100                       43.799999999999997158    71.200000000000002842     2.7999999999999989342    3.7000000000000006217   38.799999999999997158    34.900000000000005684    42.100000000000008527   )
97 14408 6538.9973436184 -3.23394 0 0 0 0 -0.00755132 -0.00653804 -0.580667 -0.75 -6265.5 -0.552075 -0.395151	( 100                       43.799999999999997158    71.200000000000002842     2.7999999999999989342    3.5000000000000004441   38.799999999999997158    34.900000000000005684    42.000000000000007105   )
99 14825 6731.2497435510 -3.23464 0 0 0 0 -0.00755132 -0.00652543 -0.580667 -0.75 -6266 -0.552011 -0.395328	( 100                       43.799999999999997158    71.200000000000002842     2.7999999999999989342    3.4000000000000003553   38.799999999999997158    34.900000000000005684    42.200000000000009948   )
101 15076 6852.0472092405 -3.23686 0 0 0 0 -0.00734001 -0.00649994 -0.581 -0.75 -6269.5 -0.551997 -0.395572	( 100                       43.799999999999997158    71.200000000000002842     2.7999999999999989342    3.2000000000000001776   38.699999999999995737    34.900000000000005684    42.200000000000009948   )
103 15244 6931.4843396805 -3.23816 0 0 0 0 -0.0075524 -0.00648705 -0.581333 -0.75 -6271 -0.551947 -0.395613	( 100                       43.799999999999997158    71.100000000000008527     1.899999999999999023     3.1000000000000000888   38.499999999999992895    34.900000000000005684    42.200000000000009948   )
105 15334 6972.6601502895 -3.2424 0 0 0 0 -0.007554 -0.00733866 -0.582333 -0.75 -6276 -0.551734 -0.395935	( 100                       43.799999999999997158    70.600000000000008527     0                        2.6000000000000000888   37.399999999999998579    34.900000000000005684    42.200000000000009948   )
106 15347 6978.0308566205 -3.24278 0 0 0 0 -0.007554 -0.00732601 -0.582333 -0.75 -6276.5 -0.551732 -0.396084	( 100                       43.799999999999997158    70.200000000000002842     0                        2.5                     37.399999999999998579    34.900000000000005684    42.100000000000008527   )
107 15439 7017.5044772476 -3.24585 0 0 0 0 -0.00734465 -0.00531833 -0.583667 -0.75 -6295 -0.55279 -0.396325	( 100                       33.799999999999997158    80.200000000000002842     0                        2.5                     37.399999999999998579    34.900000000000005684    42.100000000000008527   )
109 15568 7082.6263441369 -3.24777 0 0 0 0 -0.00734465 -0.00533188 -0.583667 -0.75 -6299.5 -0.552858 -0.396537	( 100                       33.799999999999997158    80.200000000000002842     0                        2.6000000000000000888   38.299999999999997158    35.200000000000002842    42.300000000000011369   )
111 15680 7138.4273098595 -3.24948 0 0 0 0 -0.00734523 -0.00530015 -0.584 -0.75 -6299.5 -0.552649 -0.396697	( 100                       33.799999999999997158    77                        0                        2.3999999999999999112   38.099999999999994316    35                       42.300000000000011369   )
112 15695 7143.7316087149 -3.25827 0 0 0 0 -0.00756147 -0.00348707 -0.587 -0.75 -6304 -0.551781 -0.398833	( 100                       33.699999999999995737    77                        0.4000000000000000222    0.69999999999999973355  37.899999999999991473    34.799999999999997158    42.500000000000014211   )
113 15730 7159.5350296609 -3.26675 0 0 0 0 -0.00713573 -0.00515438 -0.585 -0.75 -6318 -0.551724 -0.399098	( 100                       43.699999999999995737    87                        0.4000000000000000222    0.69999999999999973355  37.899999999999991473    44.799999999999997158    42.500000000000014211   )
114 15763 7174.0359319933 -3.26681 0 0 0 0 -0.00713573 -0.00515438 -0.585 -0.75 -6318.5 -0.551768 -0.399106	( 100                       43.699999999999995737    87                        0.4000000000000000222    0.69999999999999973355  37.899999999999991473    34.799999999999997158    42.500000000000014211   )
115 15811 7193.1791870035 -3.2692 0 0 0 0 -0.00755934 -0.00515438 -0.585667 -0.75 -6317.5 -0.551346 -0.399011	( 100                       43.699999999999995737    77                        0.4000000000000000222    0.69999999999999973355  37.899999999999991473    34.799999999999997158    42.500000000000014211   )
116 15919 7237.3819465414 -3.27615 0 0 0 0 -0.0071245 -0.0083504 -0.579 -0.75 -6326 -0.551072 -0.401867	( 100                       83.699999999999988631    97                        0.4000000000000000222    0.69999999999999973355  47.899999999999991473    34.799999999999997158    42.500000000000014211   )
117 15943 7245.2318914309 -3.2786 0 0 0 0 -0.00754971 -0.0083504 -0.579667 -0.75 -6325 -0.550659 -0.401781	( 100                       83.699999999999988631    87                        0.4000000000000000222    0.69999999999999973355  47.899999999999991473    44.799999999999997158    42.500000000000014211   )
118 16026 7264.6513613760 -3.27866 0 0 0 0 -0.00754971 -0.0083504 -0.579667 -0.75 -6325.5 -0.550701 -0.401789	( 100                       83.699999999999988631    87                        0.4000000000000000222    0.69999999999999973355  47.899999999999991473    34.799999999999997158    42.500000000000014211   )
120 16431 7386.5807654373 -3.28528 0 0 0 0 -0.00733885 -0.00832266 -0.580333 -0.75 -6325.5 -0.549801 -0.402651	( 100                       83.699999999999988631    87                        0.0999999999999999778    0.39999999999999968914  47.899999999999991473    34.799999999999997158    45.200000000000017053   )
121 16529 7419.5651568808 -3.28872 0 0 0 0 -0.00776084 -0.00838461 -0.579 -0.75 -6367.5 -0.552623 -0.40317	( 100                       93.699999999999988631    97                        0.0999999999999999778    0.39999999999999968914  57.899999999999991473    54.799999999999997158    35.200000000000017053   )
122 16696 7471.7605643496 -3.28878 0 0 0 0 -0.00776084 -0.00838461 -0.579 -0.75 -6368 -0.552667 -0.403178	( 100                       93.699999999999988631    97                        0.0999999999999999778    0.39999999999999968914  57.899999999999991473    44.799999999999997158    35.200000000000017053   )
123 16803 7508.8098095134 -3.28885 0 0 0 0 -0.00776084 -0.00838461 -0.579 -0.75 -6369 -0.552712 -0.403186	( 100                       93.699999999999988631    97                        0.0999999999999999778    0.39999999999999968914  57.899999999999991473    34.799999999999997158    35.200000000000017053   )
125 17289 7667.0811147876 -3.29516 0 0 0 0 -0.00776281 -0.00922266 -0.580333 -0.75 -6373.5 -0.552238 -0.4037	( 100                       93.699999999999988631    97                       -0.00000000000000002776  -0.00000000000000033307  57.899999999999991473    34.799999999999997158    35.200000000000017053   )
128 18265 7985.2709758095 -3.29573 0 0 0 0 -0.00776281 -0.00834431 -0.580333 -0.75 -6370 -0.551884 -0.403811	( 100                       93.699999999999988631    97                        0                        0                       57.199999999999988631    34.799999999999997158    36.500000000000014211   )
130 18800 8148.8472268358 -3.2968 0 0 0 0 -0.00755025 -0.00834278 -0.58 -0.75 -6356 -0.550613 -0.40424	( 100                       93.699999999999988631    97                        0.00000000000000010675   0.00000000000000128103  54.600000000000001421    34.799999999999997158    41.500000000000014211   )
131 18811 8152.0093908347 -3.29681 0 0 0 0 -0.00755025 -0.00834278 -0.58 -0.75 -6356 -0.550611 -0.404241	( 100                       93.699999999999988631    96.900000000000005684     0.00000000000000010675   0.00000000000000128103  54.600000000000001421    34.699999999999995737    41.500000000000014211   )
133 19340 8322.7035128810 -3.29694 0 0 0 0 -0.00755025 -0.00834278 -0.58 -0.75 -6356 -0.550614 -0.40426	( 100                       93.699999999999988631    96.900000000000005684     0                        0.00000000000000128103  54.700000000000002842    34.599999999999994316    41.500000000000014211   )
134 19353 8327.0773155652 -3.36624 0 0 0 0 -0.00691256 -0.00834125 -0.579 -0.75 -6685 -0.56619 -0.414351	( 100                       93.699999999999988631    96.900000000000005684     0                        0                       50                       34.299999999999997158    42.40000000000001279    )
135 19375 8336.3030505627 -3.36625 0 0 0 0 -0.00691256 -0.00834125 -0.579 -0.75 -6685 -0.566195 -0.414352	( 100                       93.699999999999988631    96.900000000000005684     0                        0                       50                       33.299999999999997158    42.40000000000001279    )
137 19935 8523.9153435305 -3.36629 0 0 0 0 -0.00691256 -0.00834125 -0.579 -0.75 -6685 -0.566192 -0.414358	( 100                       93.699999999999988631    96.900000000000005684     0                        0                       50                       33.299999999999997158    42.500000000000014211   )
138 19936 8524.4813041463 -3.36812 0 0 0 0 -0.00691256 -0.00922036 -0.579 -0.75 -6687 -0.566075 -0.414621	( 100                       93.699999999999988631    96.900000000000005684     0                        0                       50                       33.299999999999997158    47.500000000000014211   )
139 20015 8556.4761427008 -3.36813 0 0 0 0 -0.00691256 -0.00834125 -0.579 -0.75 -6687 -0.566066 -0.414622	( 100                       93.799999999999982947    96.600000000000008527     0                        0                       50                       33.299999999999997158    47.500000000000014211   )
141 20596 8753.3666265570 -3.36816 0 0 0 0 -0.00691256 -0.00834125 -0.579 -0.75 -6687 -0.566064 -0.414627	( 100                       93.799999999999982947    96.600000000000008527     0                        0                       50                       33.299999999999997158    47.600000000000015632   )
142 20625 8765.0769651607 -3.36837 0 0 0 0 -0.00691256 -0.00922113 -0.579 -0.75 -6687 -0.566056 -0.414638	( 100                       93.799999999999982947    96.600000000000008527     0                        0                       50                       33.299999999999997158    47.90000000000001279    )
143 20654 8774.2994511351 -3.36922 0 0 0 0 -0.00691256 -0.00922036 -0.579 -0.75 -6687.5 -0.565976 -0.41478	( 100                       93.799999999999982947    96.600000000000008527     0                        0                       50                       33.199999999999995737    51.300000000000011369   )
144 20721 8799.5902290195 -3.3708 0 0 0 0 -0.00712512 -0.00833972 -0.579333 -0.75 -6690 -0.565967 -0.414801	( 100                       93.799999999999982947    95.300000000000011369     0                        0                       50                       33.199999999999995737    51.300000000000011369   )
146 21300 8979.9049459174 -3.37084 0 0 0 0 -0.00712512 -0.00833972 -0.579333 -0.75 -6690 -0.565964 -0.414807	( 100                       93.799999999999982947    95.300000000000011369     0                        0                       50                       33.199999999999995737    51.40000000000001279    )
147 21375 9006.6307215057 -3.37112 0 0 0 0 -0.00712512 -0.00834125 -0.579333 -0.75 -6691 -0.565973 -0.414827	( 100                       93.799999999999982947    95.400000000000005684     0                        0                       50.100000000000001421    33.199999999999995737    51.600000000000015632   )
148 21404 9016.2682503797 -3.37123 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565975 -0.414824	( 100                       93.799999999999982947    95.400000000000005684     0                        0                       50.100000000000001421    33.099999999999994316    51.500000000000014211   )
149 21455 9037.3753200918 -3.37124 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565973 -0.414826	( 100                       93.799999999999982947    95.200000000000002842     0                        0                       50.100000000000001421    33.099999999999994316    51.500000000000014211   )
150 21871 9191.6091672815 -3.37126 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565963 -0.414829	( 100                       93.899999999999977263    95.100000000000008527     0                        0                       50.100000000000001421    33.199999999999995737    51.600000000000015632   )
152 22885 9537.4648205303 -3.37127 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565968 -0.414829	( 100                       93.899999999999977263    95.100000000000008527     0                        0                       50.100000000000001421    32.599999999999994316    51.600000000000015632   )
154 24149 10041.7314842641 -3.37128 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565968 -0.414831	( 100                       93.899999999999977263    95.100000000000008527     0.02000000000000000042   0                       50.100000000000001421    32.599999999999994316    51.600000000000015632   )
156 25385 10585.6511636674 -3.3713 0 0 0 0 -0.00712512 -0.00922113 -0.579333 -0.75 -6691 -0.565969 -0.414834	( 100                       93.907999999999972829    95.10300000000000864      0.01899999999999999953   0                       50.109000000000001762    32.394999999999988916    51.602000000000018076   )
